"requestId","journeyId","mode","distance","time","nbTransit","nbJourney"
"Banlieue-Paris5.json",6,"walking",855,1059,0,1
"Banlieue-Paris5.json",6,"car",3334,600,0,1
"Banlieue-Paris5.json",6,"rail",29128,1860,2,1
"Banlieue-Paris5.json",6,"waiting",0,511,0,0
"Banlieue-Paris5.json",6,"subway",4114,720,1,1
"Banlieue-Paris5.json",6,"bus",0,0,0,0
"Banlieue-Paris5.json",7,"walking",506,587,0,1
"Banlieue-Paris5.json",7,"car",12461,1422,0,1
"Banlieue-Paris5.json",7,"rail",30977,2700,1,1
"Banlieue-Paris5.json",7,"waiting",0,290,0,0
"Banlieue-Paris5.json",7,"subway",0,0,0,0
"Banlieue-Paris5.json",7,"bus",5699,1800,1,1
"Banlieue-Paris10.json",1,"walking",72,65,0,1
"Banlieue-Paris10.json",1,"car",24738,2539,0,1
"Banlieue-Paris10.json",1,"rail",0,0,0,0
"Banlieue-Paris10.json",1,"waiting",0,0,0,0
"Banlieue-Paris10.json",1,"subway",0,0,0,0
"Banlieue-Paris10.json",1,"bus",0,0,0,0
"Banlieue-Paris10.json",2,"walking",400,627,0,1
"Banlieue-Paris10.json",2,"car",12078,1387,0,1
"Banlieue-Paris10.json",2,"rail",17587,1320,2,1
"Banlieue-Paris10.json",2,"waiting",0,210,0,0
"Banlieue-Paris10.json",2,"subway",0,0,0,0
"Banlieue-Paris10.json",2,"bus",0,0,0,0
"Banlieue-Paris10.json",3,"walking",484,521,0,1
"Banlieue-Paris10.json",3,"car",12076,1387,0,1
"Banlieue-Paris10.json",3,"rail",12825,1380,1,1
"Banlieue-Paris10.json",3,"waiting",0,267,0,0
"Banlieue-Paris10.json",3,"subway",1721,240,1,1
"Banlieue-Paris10.json",3,"bus",0,0,0,0
"Banlieue-Paris10.json",4,"walking",287,394,0,1
"Banlieue-Paris10.json",4,"car",12078,1387,0,1
"Banlieue-Paris10.json",4,"rail",18326,1680,1,1
"Banlieue-Paris10.json",4,"waiting",0,155,0,0
"Banlieue-Paris10.json",4,"subway",736,120,1,1
"Banlieue-Paris10.json",4,"bus",0,0,0,0
"Banlieue-Paris10.json",5,"walking",1162,1038,0,1
"Banlieue-Paris10.json",5,"car",12078,1387,0,1
"Banlieue-Paris10.json",5,"rail",18326,1680,1,1
"Banlieue-Paris10.json",5,"waiting",0,0,0,0
"Banlieue-Paris10.json",5,"subway",0,0,0,0
"Banlieue-Paris10.json",5,"bus",0,0,0,0
"Banlieue-Paris4.json",1,"walking",41,37,0,1
"Banlieue-Paris4.json",1,"car",27768,2816,0,1
"Banlieue-Paris4.json",1,"rail",0,0,0,0
"Banlieue-Paris4.json",1,"waiting",0,0,0,0
"Banlieue-Paris4.json",1,"subway",0,0,0,0
"Banlieue-Paris4.json",1,"bus",0,0,0,0
"Banlieue-Paris4.json",2,"walking",556,790,0,1
"Banlieue-Paris4.json",2,"car",8330,1075,0,1
"Banlieue-Paris4.json",2,"rail",16380,900,1,1
"Banlieue-Paris4.json",2,"waiting",0,540,0,0
"Banlieue-Paris4.json",2,"subway",3650,600,2,1
"Banlieue-Paris4.json",2,"bus",0,0,0,0
"Banlieue-Paris4.json",3,"walking",1133,1012,0,1
"Banlieue-Paris4.json",3,"car",12432,1419,0,1
"Banlieue-Paris4.json",3,"rail",18768,1380,1,1
"Banlieue-Paris4.json",3,"waiting",0,0,0,0
"Banlieue-Paris4.json",3,"subway",0,0,0,0
"Banlieue-Paris4.json",3,"bus",0,0,0,0
"Banlieue-Paris4.json",4,"walking",500,640,0,1
"Banlieue-Paris4.json",4,"car",4176,676,0,1
"Banlieue-Paris4.json",4,"rail",28388,2100,1,1
"Banlieue-Paris4.json",4,"waiting",0,144,0,0
"Banlieue-Paris4.json",4,"subway",0,0,0,0
"Banlieue-Paris4.json",4,"bus",721,180,1,1
"Banlieue-Paris4.json",5,"walking",490,630,0,1
"Banlieue-Paris4.json",5,"car",3610,625,0,1
"Banlieue-Paris4.json",5,"rail",32346,2340,1,1
"Banlieue-Paris4.json",5,"waiting",0,384,0,0
"Banlieue-Paris4.json",5,"subway",0,0,0,0
"Banlieue-Paris4.json",5,"bus",721,180,1,1
"Banlieue-Paris4.json",6,"walking",412,524,0,1
"Banlieue-Paris4.json",6,"car",4176,676,0,1
"Banlieue-Paris4.json",6,"rail",25785,1920,1,1
"Banlieue-Paris4.json",6,"waiting",0,204,0,0
"Banlieue-Paris4.json",6,"subway",0,0,0,0
"Banlieue-Paris4.json",6,"bus",1816,660,1,1
"Banlieue-Paris4.json",7,"walking",355,510,0,1
