None;date;walkTime;walkTime;walkDistance;walkDistance;id_journey;waitingTime;waitingTime;duration;duration;transitTime;transitTime
None;;mean;std;mean;std;count;mean;std;mean;std;mean;std
0;20181029T080000;7.244202898550725;5.389302930637044;0.25808695652173913;0.21823525943004266;23;2.6942028985507247;3.238084640459402;51.868115942028986;18.15329916382697;24.82608695652174;18.996775262020954
1;20181029T180000;7.052083333333333;4.613910683955305;0.23141666666666666;0.17473680000321143;24;1.7069444444444446;2.7983644147511546;54.178472222222226;16.864545234610073;28.041666666666668;18.84601022628597
