id_journey;id_leg;legMode;date;startTime;endTime;x_origin;y_origin;x_dest;y_dest;legStartTime;legEndTime;legDepartureDelay;legArrivalDelay;legDistance;legInterlineWithPreviousLeg;legDuration;legStopIdOrigin;legOrigName;x_legOrigin;y_legOrigin;legStopIdDest;legDestName;x_legDest;y_legDest;transitLeg;route;agencyName;tripshortName;headsign
3;3;WALK;20181029T080000;20181029T081853;20181029T095542;2.72118;48.89429;2.07710;48.88684;20181029T093300;20181029T094037;0;0;0;0;457;stop_point:8775809:810:A;GARE DE ST GERMAIN EN LAYE (Saint-Germain-en-Laye);2.094837;48.898076;stop_point:15:392;Place Royale (Saint-Germain-en-Laye);2.094837;48.898076;False;;;;
3;4;WALK;20181029T080000;20181029T081853;20181029T095542;2.72118;48.89429;2.07710;48.88684;20181029T094037;20181029T094400;0;0;0;0;203;;;;;;;;;;;;;
3;5;BUS;20181029T080000;20181029T081853;20181029T095542;2.72118;48.89429;2.07710;48.88684;20181029T094400;20181029T095200;0;0;2233;0;480;stop_point:15:392;Place Royale (Saint-Germain-en-Laye);2.097136;48.894749;stop_point:15:159;4 Chemins (Saint-Germain-en-Laye);2.097136;48.894749;True;R3-Sud;Résalys;Gare de St-Germain-En-Laye;Gare de St-Germain-En-Laye (Saint-Germain-en-Laye)
3;6;WALK;20181029T080000;20181029T081853;20181029T095542;2.72118;48.89429;2.07710;48.88684;20181029T095200;20181029T095542;0;0;248;0;222;;;2.07996;48.88785;;35 Rue des Closeaux (Mareil-Marly);2.07996;48.88785;False;;;;
4;1;CAR;20181029T080000;20181029T082856;20181029T101505;2.72118;48.89429;2.07710;48.88684;20181029T082856;20181029T084000;0;0;5755.246796436497;0;664;;Rue du Lièvre (Thorigny-sur-Marne);2.72118;48.89429;stop_point:8775499:810:A;GARE DE MARNE LA VALLEE CHESSY (Chessy);2.72118;48.89429;False;;;;
4;2;RAIL;20181029T080000;20181029T082856;20181029T101505;2.72118;48.89429;2.07710;48.88684;20181029T084000;20181029T095100;0;0;55191;0;4260;stop_point:8775499:810:A;GARE DE MARNE LA VALLEE CHESSY (Chessy);2.782227;48.86995;stop_point:8775809:810:A;GARE DE ST GERMAIN EN LAYE (Saint-Germain-en-Laye);2.782227;48.86995;True;A;RER;GARE DE ST GERMAIN EN LAYE;GARE DE ST GERMAIN EN LAYE (Saint-Germain-en-Laye)
4;3;WALK;20181029T080000;20181029T082856;20181029T101505;2.72118;48.89429;2.07710;48.88684;20181029T095100;20181029T095636;0;0;0;0;336;stop_point:8775809:810:A;GARE DE ST GERMAIN EN LAYE (Saint-Germain-en-Laye);2.094837;48.898076;stop_point:15:346;Gare de St-Germain-En-Laye (Saint-Germain-en-Laye);2.094837;48.898076;False;;;;
4;4;WALK;20181029T080000;20181029T082856;20181029T101505;2.72118;48.89429;2.07710;48.88684;20181029T095636;20181029T100000;0;0;0;0;204;;;;;;;;;;;;;
4;5;BUS;20181029T080000;20181029T082856;20181029T101505;2.72118;48.89429;2.07710;48.88684;20181029T100000;20181029T101200;0;0;2542;0;720;stop_point:15:346;Gare de St-Germain-En-Laye (Saint-Germain-en-Laye);2.094225;48.899317;stop_point:15:160;4 Chemins (Saint-Germain-en-Laye);2.094225;48.899317;True;R3-Nord;Résalys;Gare de St-Germain-En-Laye;Gare de St-Germain-En-Laye (Saint-Germain-en-Laye)
4;6;WALK;20181029T080000;20181029T082856;20181029T101505;2.72118;48.89429;2.07710;48.88684;20181029T101200;20181029T101505;0;0;207;0;185;;;2.07941;48.88779;;35 Rue des Closeaux (Mareil-Marly);2.07941;48.88779;False;;;;
1;1;CAR;20181029T180000;20181029T180000;20181029T185802;2.65320;48.93987;2.13478;48.82314;20181029T180000;20181029T185802;0;0;54066;0;3482;;;2.65618;48.93912;;22 Rue Molière (Le Chesnay-Rocquencourt);2.65618;48.93912;False;;;;
2;1;CAR;20181029T180000;20181029T180318;20181029T194725;2.65320;48.93987;2.13478;48.82314;20181029T180318;20181029T183300;0;0;15428.342684288518;0;1782;;;2.65320;48.93987;stop_point:8775831:810:A;GARE DE NEUILLY PLAISANCE (Neuilly-Plaisance);2.65320;48.93987;False;;;;
2;2;RAIL;20181029T180000;20181029T180318;20181029T194725;2.65320;48.93987;2.13478;48.82314;20181029T183300;20181029T190000;0;0;22120;0;1620;stop_point:8775831:810:A;GARE DE NEUILLY PLAISANCE (Neuilly-Plaisance);2.513825;48.853486;stop_point:8775801:810:A;GARE DE LA DEFENSE RER A (Puteaux);2.513825;48.853486;True;A;RER;GARE DU VESINET LE PECQ;GARE DU VESINET LE PECQ (Le Vésinet)
2;3;WALK;20181029T180000;20181029T180318;20181029T194725;2.65320;48.93987;2.13478;48.82314;20181029T190000;20181029T190434;0;0;0;0;274;stop_point:8775801:810:A;GARE DE LA DEFENSE RER A (Puteaux);2.237018;48.892187;stop_point:8738221:800:L;GARE DE LA DEFENSE (Puteaux);2.237018;48.892187;False;;;;
2;4;WALK;20181029T180000;20181029T180318;20181029T194725;2.65320;48.93987;2.13478;48.82314;20181029T190434;20181029T190700;0;0;0;0;146;;;;;;;;;;;;;
