None;legMode;transitLeg;transitLeg;legDistance;legDistance;legDuration;legDuration
None;;median;std;mean;std;mean;std
0;CAR;0;0.0;20.28673592036704;19.083729625793406;23.071212121212113;15.144234368100609
1;RAIL;2;0.5096471914376256;36.07768181818182;8.575900471317247;50.45454545454545;10.883483654153043
2;WALK;0;0.0;0.5682068440547274;0.39946103677354117;21.707971014492756;9.590938839201483
3;BUS;1;0.4364357804719847;5.85152380952381;6.806206686687142;17.952380952380953;21.745059646908746
4;SUBWAY;1;;12.834;;30.0;
