"requestId","journeyId","mode","distance","time","nbTransit","nbJourney"
"Banlieue-Banlieue10.json",11,"car",12275,1405,0,1
"Banlieue-Banlieue10.json",11,"rail",38802,3360,1,1
"Banlieue-Banlieue10.json",11,"waiting",0,760,0,0
"Banlieue-Banlieue10.json",11,"subway",0,0,0,0
"Banlieue-Banlieue10.json",11,"bus",9502,3180,1,1
"Banlieue-Banlieue10.json",12,"walking",1270,1686,0,1
"Banlieue-Banlieue10.json",12,"car",1221,410,0,1
"Banlieue-Banlieue10.json",12,"rail",38251,3780,2,1
"Banlieue-Banlieue10.json",12,"waiting",0,1212,0,0
"Banlieue-Banlieue10.json",12,"subway",0,0,0,0
"Banlieue-Banlieue10.json",12,"bus",9734,3240,1,1
"Banlieue-Banlieue10.json",13,"walking",1378,1420,0,1
"Banlieue-Banlieue10.json",13,"car",12275,1405,0,1
"Banlieue-Banlieue10.json",13,"rail",55045,4560,1,1
"Banlieue-Banlieue10.json",13,"waiting",0,264,0,0
"Banlieue-Banlieue10.json",13,"subway",0,0,0,0
"Banlieue-Banlieue10.json",13,"bus",19297,2460,1,1
"Banlieue-Banlieue10.json",14,"walking",1360,1656,0,1
"Banlieue-Banlieue10.json",14,"car",1221,410,0,1
"Banlieue-Banlieue10.json",14,"rail",54494,5160,2,1
"Banlieue-Banlieue10.json",14,"waiting",0,1452,0,0
"Banlieue-Banlieue10.json",14,"subway",0,0,0,0
"Banlieue-Banlieue10.json",14,"bus",19297,2460,1,1
"Banlieue-Banlieue10.json",15,"walking",1445,1583,0,1
"Banlieue-Banlieue10.json",15,"car",400,336,0,1
"Banlieue-Banlieue10.json",15,"rail",44772,3540,1,1
"Banlieue-Banlieue10.json",15,"waiting",0,1136,0,0
"Banlieue-Banlieue10.json",15,"subway",0,0,0,0
"Banlieue-Banlieue10.json",15,"bus",39370,4920,2,1
"Banlieue-Banlieue1.json",1,"walking",673,600,0,1
"Banlieue-Banlieue1.json",1,"car",18885,2000,0,1
"Banlieue-Banlieue1.json",1,"rail",0,0,0,0
"Banlieue-Banlieue1.json",1,"waiting",0,0,0,0
